trial, person_investment_first, robot_investment_first, person_investment_second, log_robot_investment_second, player_b_investment, pmf, bmf, person_total, gaze, pointing, timer_first, timer_second
0,0,0
1,1.0,4.0,8.4,3.0,0.5,17.4,False,False,6369
